Project ID Number,Lead_AQMD,n_aqmd_partners,n_county_partners,Agency_Name,Total_Funding,Total_GHG_Reductions,DAC_Funding,cost_per_ton,share_DAC,log_funding,cross_aqmd_collab,high_county_collab,SoCal_AQMD
13979-2022a,Bay Area,1,1,California Department of Forestry and Fire Protection,24176,0,,,,10.093157046992621,0,0,0
13982-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,206444,0,,,,12.237789312081743,0,0,0
13982-2024a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,119976,0,,,,11.695055336727114,0,0,0
13983-2022a,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,193407,0,,,,12.172557226192357,0,0,0
13984-2022b,Mendocino,1,1,California Department of Forestry and Fire Protection,52876,0,,,,10.875723740692331,0,0,0
13985-2022a,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,145056,0,,,,11.88488204760607,0,0,0
13985-2022b,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,18103,0,,,,9.803888187313373,0,0,0
13989-2022b,Mendocino,1,1,California Department of Forestry and Fire Protection,105753,0,,,,11.568870921252277,0,0,0
13_2021,Bay Area,1,1,San Francisco Bay Conservation and Development Commission,51967,0,,,,10.85838342352135,0,0,0
13_2022MYDU,Bay Area,1,1,San Francisco Bay Conservation and Development Commission,77037,0,,,,11.252054085595047,0,0,0
14,Placer,2,2,California Department of Forestry and Fire Protection,1300000,-661,,,,14.077875591662238,1,0,0
14-016-03,North Coast Unified,1,1,California State Coastal Conservancy,2250000,0,,,,14.626441218624949,0,0,0
14-15-D01-01,Mendocino,1,1,California Department of Transportation,31142,0,0.0,,0.0,10.346344779861354,0,0,0
14-15-D02-02,Shasta,1,1,California Department of Transportation,62657,0,0.0,,0.0,11.045446645707603,0,0,0
14-15-D02-03,Tehama,1,1,California Department of Transportation,20762,0,20762.0,,1.0,9.940927835509973,0,0,0
14-15-D02-04,North Coast Unified,1,1,California Department of Transportation,4618,0,0.0,,0.0,8.437933510430605,0,0,0
14-15-D03-05,Placer,1,1,California Department of Transportation,3782,0,0.0,,0.0,8.23827262463303,0,0,0
14-15-D03-06,Yolo-Solano,1,1,California Department of Transportation,30977,0,0.0,,0.0,10.341032554107704,0,0,0
14-15-D03-07,Sacramento Metro,1,1,California Department of Transportation,59300,0,59300.0,,1.0,10.990381448250039,0,0,0
14-15-D03-08,Placer,1,1,California Department of Transportation,45465,0,0.0,,0.0,10.724720072859292,0,0,0
14-15-D03-09,Colusa,1,1,California Department of Transportation,7438,0,0.0,,0.0,8.914491710191342,0,0,0
14-15-D03-11,Northern Sierra,1,1,California Department of Transportation,27626,0,0.0,,0.0,10.226548834389476,0,0,0
14-15-D03-13,Placer,1,1,California Department of Transportation,12234,0,0.0,,0.0,9.412055975876772,0,0,0
14-15-D03-14,Placer,1,1,California Department of Transportation,10000,0,0.0,,0.0,9.210440366976517,0,0,0
14-15-D03-18,Sacramento Metro,1,1,California Department of Transportation,365969,0,365969.0,,1.0,12.810306641810893,0,0,0
14-15-D03-20,Yolo-Solano,1,1,California Department of Transportation,58883,0,58883.0,,1.0,10.983324685877903,0,0,0
14-15-D03-21,Feather River,1,1,California Department of Transportation,60305,0,60305.0,,1.0,11.007186880252794,0,0,0
14-15-D04-23,Bay Area,1,1,California Department of Transportation,573226,0,573226.0,,1.0,13.259037077804466,0,0,0
14-15-D04-24,Bay Area,1,1,California Department of Transportation,185881,0,185881.0,,1.0,12.132867342770899,0,0,0
14-15-D04-25,Bay Area,1,1,California Department of Transportation,98890,0,0.0,,0.0,11.501773512458838,0,0,0
14-15-D04-26,Bay Area,1,1,California Department of Transportation,1726,0,0.0,,0.0,7.454141078146678,0,0,0
14-15-D04-27,Bay Area,1,1,California Department of Transportation,34267,0,34267.0,,1.0,10.441967253083934,0,0,0
14-15-D04-28,Bay Area,1,1,California Department of Transportation,178646,0,178646.0,,1.0,12.093167070699307,0,0,0
14-15-D04-29,Bay Area,1,1,California Department of Transportation,261000,0,0.0,,0.0,12.472279517715116,0,0,0
14-15-D04-30,Bay Area,1,1,California Department of Transportation,45703,0,0.0,,0.0,10.729941100404298,0,0,0
14-15-D04-31,Bay Area,1,1,California Department of Transportation,107192,0,0.0,,0.0,11.582386226979336,0,0,0
14-15-D04-33,Bay Area,1,1,California Department of Transportation,1596049,0,1596049.0,,1.0,14.283042384821972,0,0,0
14-15-D04-35,Bay Area,1,1,California Department of Transportation,1107878,0,1107878.0,,1.0,13.917957934549808,0,0,0
14-15-D04-36,Bay Area,1,1,California Department of Transportation,802508,0,802508.0,,1.0,13.595498348876692,0,0,0
14-15-D04-37,Bay Area,1,1,California Department of Transportation,169444,0,169444.0,,1.0,12.040283669370579,0,0,0
14-15-D05-40,Santa Barbara,1,1,California Department of Transportation,79756,0,79756.0,,1.0,11.286739791089824,0,0,0
14-15-D05-41,Monterey Bay Unified,1,1,California Department of Transportation,345563,0,345563.0,,1.0,12.752933143819646,0,0,0
14-15-D05-43,Santa Barbara,1,1,California Department of Transportation,10000,0,0.0,,0.0,9.210440366976517,0,0,0
14-15-D05-44,Santa Barbara,1,1,California Department of Transportation,101679,0,0.0,,0.0,11.529585905863335,0,0,0
14-15-D05-45,San Luis Obispo,1,1,California Department of Transportation,97348,0,0.0,,0.0,11.486057738533924,0,0,0
14-15-D06-46,San Joaquin Valley Unified,1,1,California Department of Transportation,6878,0,6878.0,,1.0,8.836228571526014,0,0,0
14-15-D06-47,Kern,1,1,California Department of Transportation,4440,0,0.0,,0.0,8.398634855292102,0,0,0
14-15-D06-48,San Joaquin Valley Unified,1,1,California Department of Transportation,36902,0,36902.0,,1.0,10.516048127536894,0,0,0
14-15-D06-49,San Joaquin Valley Unified,1,1,California Department of Transportation,17580,0,17580.0,,1.0,9.774574052442789,0,0,0
14-15-D06-50,San Joaquin Valley Unified,1,1,California Department of Transportation,249311,0,249311.0,,1.0,12.426460403130585,0,0,0
14-15-D06-51,San Joaquin Valley Unified,1,1,California Department of Transportation,50146,0,50146.0,,1.0,10.822713971062377,0,0,0
14-15-D06-52,San Joaquin Valley Unified,1,1,California Department of Transportation,5784,0,5784.0,,1.0,8.663023639627777,0,0,0
14-15-D06-53,San Joaquin Valley Unified,1,1,California Department of Transportation,4913,0,0.0,,0.0,8.499843553081124,0,0,0
14-15-D06-55,San Joaquin Valley Unified,1,1,California Department of Transportation,8622,0,8622.0,,1.0,9.062188330952324,0,0,0
14-15-D06-57,San Joaquin Valley Unified,1,1,California Department of Transportation,177752,0,177752.0,,1.0,12.088150225160192,0,0,0
14-15-D06-60,San Joaquin Valley Unified,1,1,California Department of Transportation,51481,0,51481.0,,1.0,10.84898751099427,0,0,0
14-15-D06-61,Antelope Valley,1,1,California Department of Transportation,40687,0,0.0,,0.0,10.6136884876619,0,0,0
14-15-D07-64,South Coast,1,1,California Department of Transportation,214964,0,214964.0,,1.0,12.278230503160282,0,0,1
14-15-D07-66,South Coast,1,1,California Department of Transportation,5100,0,5100.0,,1.0,8.537191877922927,0,0,1
14-15-D07-68,South Coast,1,1,California Department of Transportation,167914,0,167914.0,,1.0,12.031213177967349,0,0,1
14-15-D07-72,South Coast,1,1,California Department of Transportation,39556,0,39556.0,,1.0,10.585497948685157,0,0,1
14-15-D07-73,Ventura,1,1,California Department of Transportation,295041,0,295041.0,,1.0,12.594872998069256,0,0,1
14-15-D08-74,South Coast,1,1,California Department of Transportation,655,0,655.0,,1.0,6.486160788944089,0,0,1
14-15-D08-75,South Coast,1,1,California Department of Transportation,1098,0,1098.0,,1.0,7.002155954403621,0,0,1
14-15-D08-77,Mojave Desert,1,1,California Department of Transportation,8885,0,8885.0,,1.0,9.092232283495854,0,0,1
14-15-D08-80,South Coast,1,1,California Department of Transportation,58822,0,58822.0,,1.0,10.982288213867557,0,0,1
14-15-D08-81,South Coast,1,1,California Department of Transportation,679599,0,679599.0,,1.0,13.429259668779913,0,0,1
14-15-D08-82,South Coast,1,1,California Department of Transportation,155907,0,155907.0,,1.0,11.957021368674779,0,0,1
14-15-D08-83,Mojave Desert,1,1,California Department of Transportation,7478,0,7478.0,,1.0,8.919854372191667,0,0,1
14-15-D09-84,Great Basin Unified,1,1,California Department of Transportation,17597,0,0.0,,0.0,9.775540538205506,0,0,0
14-15-D10-85,Calaveras,1,1,California Department of Transportation,14549,0,0.0,,0.0,9.585346272599638,0,0,0
14-15-D10-86,San Joaquin Valley Unified,1,1,California Department of Transportation,12408,0,12408.0,,1.0,9.42617729477462,0,0,0
14-15-D10-87,San Joaquin Valley Unified,1,1,California Department of Transportation,183908,0,183908.0,,1.0,12.122196349036017,0,0,0
14-15-D10-88,Bay Area,1,1,California Department of Transportation,14627,0,14627.0,,1.0,9.590692779269272,0,0,0
14-15-D10-89,Bay Area,1,1,California Department of Transportation,39455,0,39455.0,,1.0,10.582941405964071,0,0,0
14-15-D10-90,San Joaquin Valley Unified,1,1,California Department of Transportation,221773,0,221773.0,,1.0,12.309414124304109,0,0,0
14-15-D10-91,San Joaquin Valley Unified,1,1,California Department of Transportation,90933,0,90933.0,,1.0,11.41788924763476,0,0,0
14-15-D11-93,San Diego,1,1,California Department of Transportation,630000,0,630000.0,,1.0,13.353476685668044,0,0,1
14-15-D11-94,San Diego,1,1,California Department of Transportation,473141,0,473141.0,,1.0,13.06715083383613,0,0,1
14-15-D12-95,South Coast,1,1,California Department of Transportation,1346536,0,1346536.0,,1.0,14.113046669504607,0,0,1
14007-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,3997,0,,,,8.293549515060345,0,0,0
14066-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,31980,0,,,,10.372897255442528,0,0,0
14138-2022b,Northern Sierra,1,1,California Department of Forestry and Fire Protection,215029,0,,,,12.278532832259435,0,0,0
14144-2023a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,368160,0,,,,12.816275621475848,0,0,0
14144-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,31279,0,,,,10.350734194659248,0,0,0
14144-2024a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,3692,0,,,,8.214194414852564,0,0,0
14205-2022b,Yolo-Solano,1,1,California Department of Forestry and Fire Protection,72413,0,,,,11.190154929845953,0,0,0
14223-2022b,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,14599,0,,,,9.588776807696428,0,0,0
14232-2022b,Calaveras,1,1,California Department of Forestry and Fire Protection,62107,0,,,,11.036630084101061,0,0,0
14237-2022b,North Coast Unified,1,1,California Department of Forestry and Fire Protection,5996,0,,,,8.69901462316851,0,0,0
14266-2022b,Tehama,1,1,California Department of Forestry and Fire Protection,5996,0,,,,8.69901462316851,0,0,0
14275-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,1564,0,,,,7.355641102974253,0,0,0
14277-2022b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,24639,0,,,,10.112126417647456,0,0,0
14277-2023a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,201780,0,,,,12.214938229842646,0,0,0
14277-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,4692,0,,,,8.453827315794417,0,0,0
14278-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,1999,0,,,,7.600902459542082,0,0,0
14283-2023a,Northern Sierra,1,1,California Department of Forestry and Fire Protection,26992,0,,,,10.203332852113716,0,0,0
14284-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,27982,0,,,,10.239352461914338,0,0,0
14286-2022b,Calaveras,1,1,California Department of Forestry and Fire Protection,12421,0,,,,9.427224373119248,0,0,0
14288-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,1999,0,,,,7.600902459542082,0,0,0
14323-2023a,Tuolumne,1,1,California Department of Forestry and Fire Protection,47487,0,,,,10.768232326527052,0,0,0
14329-2022b,Mendocino,1,1,California Department of Forestry and Fire Protection,9117,0,,,,9.118005760773388,0,0,0
14329-2023a,Mendocino,1,1,California Department of Forestry and Fire Protection,41400,0,,,,10.63106031411106,0,0,0
14381-2022b,Shasta,1,1,California Department of Forestry and Fire Protection,5996,0,,,,8.69901462316851,0,0,0
14381-2023a,Shasta,1,1,California Department of Forestry and Fire Protection,21389,0,,,,9.970678802076451,0,0,0
14382-2022b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,9856,0,,,,9.19593714166544,0,0,0
14382-2023a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,3540,0,,,,8.172164452111904,0,0,0
14383-2023a,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,201780,0,,,,12.214938229842646,0,0,0
14383-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,3128,0,,,,8.048468743668883,0,0,0
14455-2023b,Bay Area,1,1,California Department of Forestry and Fire Protection,85073,0,,,,11.351276744965613,0,0,0
14460-2023a,Bay Area,1,1,California Department of Forestry and Fire Protection,171850,0,,,,12.054383101289272,0,0,0
14513-2023b,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,14076,0,,,,9.552297538827965,0,0,0
14544-2023a,Placer,1,1,California Department of Forestry and Fire Protection,35989,0,,,,10.490996401073076,0,0,0
14544-2024a,Placer,1,1,California Department of Forestry and Fire Protection,432108,0,,,,12.976433150215033,0,0,0
14545-2023a,Placer,1,1,California Department of Forestry and Fire Protection,742276,0,,,,13.517477767848556,0,0,0
14545-2023b,Placer,1,1,California Department of Forestry and Fire Protection,337359,0,,,,12.728905888420442,0,0,0
14545-2024a,Placer,1,1,California Department of Forestry and Fire Protection,218566,0,,,,12.294847882670132,0,0,0
14550-2023a,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,66179,0,,,,11.100133581475603,0,0,0
14550-2023b,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,35273,0,,,,10.47090142763031,0,0,0
14550-2024a,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,83132,0,,,,11.328197013928829,0,0,0
14556-2023a,South Coast,1,1,California Department of Forestry and Fire Protection,455169,0,,,,13.028426254525762,0,0,1
14556-2023b,South Coast,1,1,California Department of Forestry and Fire Protection,180371,0,,,,12.102776663921226,0,0,1
14556-2024a,South Coast,1,1,California Department of Forestry and Fire Protection,37698,0,,,,10.537388847885364,0,0,1
14589-2023a,Shasta,1,1,California Department of Forestry and Fire Protection,65593,0,,,,11.091239507334514,0,0,0
14591-2023b,Calaveras,1,1,California Department of Forestry and Fire Protection,17495,0,,,,9.769727562356604,0,0,0
14605-2023b,Northern Sierra,1,1,California Department of Forestry and Fire Protection,30669,0,,,,10.331040257108297,0,0,0
14643-2023a,Shasta,1,1,California Department of Forestry and Fire Protection,121205,0,,,,11.705246856342516,0,0,0
14643-2023b,Shasta,1,1,California Department of Forestry and Fire Protection,10848,0,,,,9.29182818882245,0,0,0
14657-2023a,San Diego,1,1,California Department of Forestry and Fire Protection,271087,0,,,,12.510198770397887,0,0,1
14659-2023b,San Diego,1,1,California Department of Forestry and Fire Protection,31009,0,,,,10.342065012094494,0,0,1
14659-2024a,San Diego,1,1,California Department of Forestry and Fire Protection,20779,0,,,,9.941746264653219,0,0,1
